id	file	int	target	on	off	cor	mp	outfile	rand	nb
c111	190830_0067S12_ch1	36	noki	144.748	145.685	NA	NA	pairs/noki_c111_1.wav	0,652595637	17
c93	180102_0048S12_ch1	74	noki	256.838	257.741	NA	NA	pairs/noki_c93_1.wav	0,680453512	18
c108	190829_0064S12_ch1	68	noki	234.922	235.992	NA	NA	pairs/noki_c108_1.wav	0,698417154	19
c73	190825_0024_ch1	44	noki	189.004	189.886	NA	NA	pairs/noki_c73_1.wav	0,702472573	20
c120	190830_0079S12_ch1	72	noki	218.140	219.092	NA	NA	pairs/noki_c120_1.wav	0,70848275	21
c71	190825_0022_ch1	48	noki	134.830	135.680	NA	NA	pairs/noki_c71_1.wav	0,714080058	22
c112	190830_0068S12_ch1	44	noki	176.869	177.705	NA	NA	pairs/noki_c112_1.wav	0,818817714	23
c89	180102_0044S12_ch1	36	noki	109.672	110.407	NA	NA	pairs/noki_c89_1.wav	0,851270906	24
c90	180102_0045S12_ch1	66	noki	196.291	197.450	NA	NA	pairs/noki_c90_3.wav	0,873615666	25
c81	180101_0036S12_ch1	50	noki	226.235	227.399	NA	NA	pairs/noki_c81_1.wav	0,935089343	26
c90	180102_0045S12_ch1	64	noki	190.123	191.236	NA	NA	pairs/noki_c90_2.wav	0,962730323	27
c107	190829_0063S12_ch1	48	nomi	205.550	206.687	NA	NA	pairs/nomi_c107_1.wav	0,024122062	1
c73	190825_0024_ch1	46	nomi	192.374	193.307	NA	NA	pairs/nomi_c73_1.wav	0,064578504	2
c76	180101_0031S12_left	50	nomi	190.704	191.589	NA	NA	pairs/nomi_c76_1.wav	0,106447186	3
c115	190830_0071S12_ch1	60	nomi	262.411	263.415	NA	NA	pairs/nomi_c115_1.wav	0,127666219	4
c118	190830_0075S12_ch1	44	nomi	253.008	254.183	NA	NA	pairs/nomi_c118_1.wav	0,157563764	5
c70	190825_0021_ch1	52	nomi	328.903	330.318	NA	NA	pairs/nomi_c70_1.wav	0,163325844	6
c95	180102_0050S12_ch1	44	nomi	171.408	172.411	NA	NA	pairs/nomi_c95_2.wav	0,179161127	7
c116	190830_0072S12_ch1	46	nomi	196.355	197.827	NA	NA	pairs/nomi_c116_1.wav	0,231816516	8
c91	180102_0046S12_ch1	44	nomi	341.211	342.382	NA	NA	pairs/nomi_c91_1.wav	0,250550026	9
c95	180102_0050S12_ch1	42	nomi	166.191	167.194	NA	NA	pairs/nomi_c95_1.wav	0,254291967	10
c71	190825_0022_ch1	52	nomi	141.656	142.442	NA	NA	pairs/nomi_c71_1.wav	0,349120846	11
c112	190830_0068S12_ch1	48	nomi	184.614	185.818	NA	NA	pairs/nomi_c112_1.wav	0,363438801	12
c82	180101_0037S12_ch1	54	nomi	127.967	129.201	NA	NA	pairs/nomi_c82_1.wav	0,396591145	13
c82	180101_0037S12_ch1	56	nomi	132.540	133.841	NA	NA	pairs/nomi_c82_2.wav	0,452161786	14
c84	180102_0039S12_ch1	58	nomi	242.053	243.290	NA	NA	pairs/nomi_c84_1.wav	0,491178236	15
c94	180102_0049S12_ch1	32	nomi	370.190	371.294	NA	NA	pairs/nomi_c94_1.wav	0,540755801	16
c91	180102_0046S12_ch1	46	nomi	345.110	346.348	NA	NA	pairs/nomi_c91_2.wav	0,56395042	17
c78	180101_0033S12_ch1	46	nomi	159.811	160.853	NA	NA	pairs/nomi_c78_1.wav	0,567690691	18
c79	180101_0034S12_ch1	40	nomi	150.924	151.947	NA	NA	pairs/nomi_c79_1.wav	0,570980073	19
c123	190830_0082S12_ch1	36	nomi	113.189	114.173	NA	NA	pairs/nomi_c123_1.wav	0,599237752	20
c108	190829_0064S12_ch1	70	nomi	239.538	240.273	NA	NA	pairs/nomi_c108_1.wav	0,643939858	21
c120	190830_0079S12_ch1	76	nomi	226.046	227.062	NA	NA	pairs/nomi_c120_1.wav	0,67625277	22
c71	190825_0022_ch1	54	nomi	144.675	145.619	NA	NA	pairs/nomi_c71_2.wav	0,791009514	23
c111	190830_0067S12_ch1	42	nomi	156.287	157.090	NA	NA	pairs/nomi_c111_1.wav	0,817421286	24
c121	190830_0080S12_ch1	50	nomi	128.216	129.041	NA	NA	pairs/nomi_c121_1.wav	0,830562165	25
c99	190829_0055S12_ch1	32	nomi	141.123	141.892	NA	NA	pairs/nomi_c99_1.wav	0,97019868	26
c118	190830_0075S12_ch1	76	nomiwake	341.234	342.599	NA	NA	pairs/nomiwake_c118_1.wav	0,025130061	1
c70	190825_0021_ch1	68	nomiwake	370.663	372.142	NA	NA	pairs/nomiwake_c70_1.wav	0,045094133	2
c71	190825_0022_ch1	80	nomiwake	211.275	212.848	NA	NA	pairs/nomiwake_c71_1.wav	0,057898076	3
c85	180102_0040S12_ch1	54	nomiwake	327.850	329.322	NA	NA	pairs/nomiwake_c85_1.wav	0,095006393	4
c107	190829_0063S12_ch1	78	nomiwake	270.928	272.567	NA	NA	pairs/nomiwake_c107_1.wav	0,170736205	5
c88	180102_0043S12_ch1	86	nomiwake	291.646	293.051	NA	NA	pairs/nomiwake_c88_1.wav	0,186642752	6
c70	190825_0021_ch1	70	nomiwake	378.873	380.351	NA	NA	pairs/nomiwake_c70_2.wav	0,205048646	7
c123	190830_0082S12_ch1	52	nomiwake	146.683	148.429	NA	NA	pairs/nomiwake_c123_1.wav	0,272777784	8
c95	180102_0050S12_ch1	66	nomiwake	222.619	223.823	NA	NA	pairs/nomiwake_c95_1.wav	0,300603881	9
c76	180101_0031S12_left	68	nomiwake	228.621	230.169	NA	NA	pairs/nomiwake_c76_1.wav	0,416237952	10
c91	180102_0046S12_ch1	72	nomiwake	407.090	408.228	NA	NA	pairs/nomiwake_c91_1.wav	0,425810188	11
c93	180102_0048S12_ch1	103	nomiwake	319.540	321.045	NA	NA	pairs/nomiwake_c93_1.wav	0,448380606	12
c109	190829_0065S12_ch1	70	nomiwake	215.527	216.998	NA	NA	pairs/nomiwake_c109_1.wav	0,45050056	13
c83	180101_0038S12_ch1	64	nomiwake	178.863	180.294	NA	NA	pairs/nomiwake_c83_1.wav	0,464928486	14
c119	190830_0078S12_ch1	54	nomiwake	363.471	364.836	NA	NA	pairs/nomiwake_c119_1.wav	0,469607963	15
c78	180101_0033S12_ch1	64	nomiwake	195.675	197.012	NA	NA	pairs/nomiwake_c78_1.wav	0,514939849	16
c110	190829_0066S12_ch1	70	nomiwake	262.290	264.063	NA	NA	pairs/nomiwake_c110_2.wav	0,55021193	17
c71	190825_0022_ch1	82	nomiwake	214.672	216.434	NA	NA	pairs/nomiwake_c71_2.wav	0,565734242	18
c87	180102_0042S12_ch1	82	nomiwake	342.988	344.660	NA	NA	pairs/nomiwake_c87_2.wav	0,612627331	19
c73	190825_0024_ch1	60	nomiwake	219.541	220.837	NA	NA	pairs/nomiwake_c73_1.wav	0,627887512	20
c110	190829_0066S12_ch1	68	nomiwake	256.738	259.013	NA	NA	pairs/nomiwake_c110_1.wav	0,671765283	21
c121	190830_0080S12_ch1	68	nomiwake	172.342	174.311	NA	NA	pairs/nomiwake_c121_1.wav	0,710916987	22
c111	190830_0067S12_ch1	56	nomiwake	183.932	185.371	NA	NA	pairs/nomiwake_c111_1.wav	0,742544895	23
c89	180102_0044S12_ch1	58	nomiwake	162.889	164.361	NA	NA	pairs/nomiwake_c89_1.wav	0,83877309	24
c87	180102_0042S12_ch1	80	nomiwake	337.637	339.309	NA	NA	pairs/nomiwake_c87_1.wav	0,912006049	25
c120	190830_0079S12_ch1	96	nomiwake	276.014	277.729	NA	NA	pairs/nomiwake_c120_1.wav	0,9294379	26
c79	180101_0034S12_ch1	60	nomiwake	197.520	198.948	NA	NA	pairs/nomiwake_c79_1.wav	0,956908745	27
c80	180101_0035S12_ch1	6	nopimade	82.536	83.600	NA	NA	pairs/nopimade_c80_1.wav	0,027738623	1
c73	190825_0024_ch1	10	nopimade	124.808	125.930	NA	NA	pairs/nopimade_c73_1.wav	0,04394991	2
c72	190825_0023_ch1	8	nopimade	258.279	260.072	NA	NA	pairs/nopimade_c72_1.wav	0,055334253	3
c84	180102_0039S12_ch1	6	nopimade	79.323	80.561	NA	NA	pairs/nopimade_c84_1.wav	0,058744671	4
c111	190830_0067S12_ch1	6	nopimade	91.444	93.083	NA	NA	pairs/nopimade_c111_1.wav	0,098695243	5
c114	190830_0070S12_ch1	8	nopimade	87.223	88.594	NA	NA	pairs/nopimade_c114_2.wav	0,148672966	6
c81	180101_0036S12_ch1	8	nopimade	109.333	110.758	NA	NA	pairs/nopimade_c81_1.wav	0,175479915	7
c74	190825_0025_ch1	8	nopimade	48.633	50.023	NA	NA	pairs/nopimade_c74_1.wav	0,190522482	8
c107	190829_0063S12_ch1	8	nopimade	110.353	111.691	NA	NA	pairs/nopimade_c107_1.wav	0,215266969	9
c89	180102_0044S12_ch1	6	nopimade	43.558	45.632	NA	NA	pairs/nopimade_c89_1.wav	0,22683465	10
c111	190830_0067S12_ch1	8	nopimade	96.915	98.253	NA	NA	pairs/nopimade_c111_2.wav	0,239478892	11
c106	190829_0062S12_ch1	6	nopimade	101.340	102.912	NA	NA	pairs/nopimade_c106_1.wav	0,250999287	12
c70	190825_0021_ch1	14	nopimade	213.898	216.295	NA	NA	pairs/nopimade_c70_1.wav	0,257190759	13
c108	190829_0064S12_ch1	8	nopimade	98.058	99.382	NA	NA	pairs/nopimade_c108_2.wav	0,265246313	14
c76	180101_0031S12_left	6	nopimade	42.682	44.009	NA	NA	pairs/nopimade_c76_1.wav	0,311482499	15
c110	190829_0066S12_ch1	6	nopimade	97.769	99.641	NA	NA	pairs/nopimade_c110_1.wav	0,319631524	16
c78	180101_0033S12_ch1	8	nopimade	72.585	73.922	NA	NA	pairs/nopimade_c78_2.wav	0,339208993	17
c76	180101_0031S12_left	8	nopimade	51.547	53.292	NA	NA	pairs/nopimade_c76_2.wav	0,360131051	18
c117	190830_0073S12_ch1	6	nopimade	50.815	51.926	NA	NA	pairs/nopimade_c117_1.wav	0,380125454	19
c120	190830_0079S12_ch1	6	nopimade	54.513	56.164	NA	NA	pairs/nopimade_c120_1.wav	0,386615652	20
c109	190829_0065S12_ch1	8	nopimade	102.904	104.777	NA	NA	pairs/nopimade_c109_1.wav	0,428025674	21
c78	180101_0033S12_ch1	6	nopimade	66.769	67.925	NA	NA	pairs/nopimade_c78_1.wav	0,464350105	22
c105	190829_0061S12_ch1	8	nopimade	123.020	124.558	NA	NA	pairs/nopimade_c105_1.wav	0,47794434	23
c99	190829_0055S12_ch1	6	nopimade	91.517	92.654	NA	NA	pairs/nopimade_c99_1.wav	0,488477072	24
c84	180102_0039S12_ch1	8	nopimade	89.725	91.163	NA	NA	pairs/nopimade_c84_2.wav	0,489207796	25
c121	190830_0080S12_ch1	6	nopimade	43.547	45.230	NA	NA	pairs/nopimade_c121_1.wav	0,496276655	26
c114	190830_0070S12_ch1	6	nopimade	81.953	83.224	NA	NA	pairs/nopimade_c114_1.wav	0,50220051	27
c94	180102_0049S12_ch1	4	nopimade	295.162	297.005	NA	NA	pairs/nopimade_c94_1.wav	0,5048995	28
c71	190825_0022_ch1	10	nopimade	47.153	49.166	NA	NA	pairs/nopimade_c71_1.wav	0,509982136	29
c119	190830_0078S12_ch1	2	nopimade	271.916	273.281	NA	NA	pairs/nopimade_c119_1.wav	0,533266935	30
c112	190830_0068S12_ch1	6	nopimade	97.126	98.695	NA	NA	pairs/nopimade_c112_1.wav	0,564758842	31
c87	180102_0042S12_ch1	4	nopimade	162.914	164.486	NA	NA	pairs/nopimade_c87_1.wav	0,567522485	32
c116	190830_0072S12_ch1	6	nopimade	109.352	111.258	NA	NA	pairs/nopimade_c116_1.wav	0,570077952	33
c80	180101_0035S12_ch1	8	nopimade	87.744	88.696	NA	NA	pairs/nopimade_c80_2.wav	0,578115023	34
c93	180102_0048S12_ch1	14	nopimade	136.470	137.942	NA	NA	pairs/nopimade_c93_2.wav	0,58830782	35
c95	180102_0050S12_ch1	6	nopimade	91.849	93.388	NA	NA	pairs/nopimade_c95_1.wav	0,613320826	36
c79	180101_0034S12_ch1	8	nopimade	74.930	76.399	NA	NA	pairs/nopimade_c79_1.wav	0,667942042	37
c108	190829_0064S12_ch1	6	nopimade	87.355	88.679	NA	NA	pairs/nopimade_c108_1.wav	0,703847874	38
c77	180101_0032S12_ch1	10	nopimade	51.078	52.048	NA	NA	pairs/nopimade_c77_1.wav	0,738577966	39
c85	180102_0040S12_ch1	6	nopimade	186.024	187.329	NA	NA	pairs/nopimade_c85_1.wav	0,763046546	40
c83	180101_0038S12_ch1	6	nopimade	56.667	57.844	NA	NA	pairs/nopimade_c83_1.wav	0,784846775	41
c122	190830_0081S12_ch1	6	nopimade	88.549	89.946	NA	NA	pairs/nopimade_c122_1.wav	0,78620482	42
c115	190830_0071S12_ch1	8	nopimade	159.000	160.539	NA	NA	pairs/nopimade_c115_2.wav	0,786607982	43
c88	180102_0043S12_ch1	16	nopimade	124.382	125.887	NA	NA	pairs/nopimade_c88_1.wav	0,788208043	44
c85	180102_0040S12_ch1	8	nopimade	198.165	199.938	NA	NA	pairs/nopimade_c85_2.wav	0,808447468	45
c90	180102_0045S12_ch1	8	nopimade	46.717	48.062	NA	NA	pairs/nopimade_c90_2.wav	0,839635274	46
c87	180102_0042S12_ch1	6	nopimade	172.714	174.185	NA	NA	pairs/nopimade_c87_2.wav	0,840450488	47
c91	180102_0046S12_ch1	6	nopimade	243.424	244.821	NA	NA	pairs/nopimade_c91_1.wav	0,84282147	48
c70	190825_0021_ch1	16	nopimade	228.346	230.816	NA	NA	pairs/nopimade_c70_2.wav	0,843404025	49
c93	180102_0048S12_ch1	12	nopimade	130.784	132.122	NA	NA	pairs/nopimade_c93_1.wav	0,857253923	50
c115	190830_0071S12_ch1	6	nopimade	151.742	153.515	NA	NA	pairs/nopimade_c115_1.wav	0,873168724	51
c76	180101_0031S12_left	10	nopimade	75.649	77.394	NA	NA	pairs/nopimade_c76_3.wav	0,88302081	52
c123	190830_0082S12_ch1	4	nopimade	61.140	62.347	NA	NA	pairs/nopimade_c123_1.wav	0,885225811	53
c80	180101_0035S12_ch1	10	nopimade	93.600	94.933	NA	NA	pairs/nopimade_c80_3.wav	0,892391262	54
c90	180102_0045S12_ch1	6	nopimade	39.483	41.013	NA	NA	pairs/nopimade_c90_1.wav	0,908261009	55
c70	190825_0021_ch1	18	nopimade	238.007	239.678	NA	NA	pairs/nopimade_c70_3.wav	0,954232338	56
c82	180101_0037S12_ch1	8	nopimade	24.179	25.389	NA	NA	pairs/nopimade_c82_1.wav	0,962496105	57
c118	190830_0075S12_ch1	6	nopimade	158.818	160.088	NA	NA	pairs/nopimade_c118_1.wav	0,965409788	58
c118	190830_0075S12_ch1	8	nopimade	165.296	166.534	NA	NA	pairs/nopimade_c118_2.wav	0,967346833	59
c76	180101_0031S12_left	62	nuyedi	215.211	216.273	NA	NA	pairs/nuyedi_c76_1.wav	0,023194328	1
c123	190830_0082S12_ch1	48	nuyedi	137.411	138.713	NA	NA	pairs/nuyedi_c123_1.wav	0,036347306	2
c116	190830_0072S12_ch1	52	nuyedi	215.138	216.676	NA	NA	pairs/nuyedi_c116_1.wav	0,061294344	3
c118	190830_0075S12_ch1	56	nuyedi	283.771	284.946	NA	NA	pairs/nuyedi_c118_1.wav	0,08183021	4
c84	180102_0039S12_ch1	88	nuyedi	419.069	420.273	NA	NA	pairs/nuyedi_c84_2.wav	0,100569995	5
c84	180102_0039S12_ch1	68	nuyedi	268.695	269.798	NA	NA	pairs/nuyedi_c84_1.wav	0,115979225	6
c91	180102_0046S12_ch1	50	nuyedi	354.943	355.947	NA	NA	pairs/nuyedi_c91_2.wav	0,128796065	7
c105	190829_0061S12_ch1	44	nuyedi	213.970	215.341	NA	NA	pairs/nuyedi_c105_1.wav	0,186416849	8
c119	190830_0078S12_ch1	50	nuyedi	355.564	356.803	NA	NA	pairs/nuyedi_c119_1.wav	0,186775022	9
c78	180101_0033S12_ch1	52	nuyedi	171.220	172.284	NA	NA	pairs/nuyedi_c78_1.wav	0,204917389	10
c94	180102_0049S12_ch1	48	nuyedi	418.358	419.963	NA	NA	pairs/nuyedi_c94_1.wav	0,30969822	11
c114	190830_0070S12_ch1	76	nuyedi	263.819	264.789	NA	NA	pairs/nuyedi_c114_1.wav	0,383678013	12
c99	190829_0055S12_ch1	52	nuyedi	184.975	186.113	NA	NA	pairs/nuyedi_c99_1.wav	0,414304093	13
c82	180101_0037S12_ch1	76	nuyedi	177.968	179.301	NA	NA	pairs/nuyedi_c82_1.wav	0,547163501	14
c120	190830_0079S12_ch1	82	nuyedi	238.520	239.790	NA	NA	pairs/nuyedi_c120_1.wav	0,556787687	15
c112	190830_0068S12_ch1	52	nuyedi	192.106	193.110	NA	NA	pairs/nuyedi_c112_1.wav	0,564793272	16
c82	180101_0037S12_ch1	78	nuyedi	183.075	184.250	NA	NA	pairs/nuyedi_c82_2.wav	0,598451686	17
c73	190825_0024_ch1	56	nuyedi	211.752	212.996	NA	NA	pairs/nuyedi_c73_1.wav	0,631310942	18
c91	180102_0046S12_ch1	48	nuyedi	349.926	351.064	NA	NA	pairs/nuyedi_c91_1.wav	0,636750296	19
c89	180102_0044S12_ch1	52	nuyedi	148.153	149.357	NA	NA	pairs/nuyedi_c89_1.wav	0,677579998	20
c88	180102_0043S12_ch1	80	nuyedi	276.863	278.201	NA	NA	pairs/nuyedi_c88_1.wav	0,691786126	21
c110	190829_0066S12_ch1	62	nuyedi	243.575	244.979	NA	NA	pairs/nuyedi_c110_1.wav	0,693653452	22
c106	190829_0062S12_ch1	66	nuyedi	240.371	241.842	NA	NA	pairs/nuyedi_c106_1.wav	0,707484747	23
c108	190829_0064S12_ch1	86	nuyedi	278.206	279.778	NA	NA	pairs/nuyedi_c108_2.wav	0,721543239	24
c72	190825_0023_ch1	46	nuyedi	357.537	358.795	NA	NA	pairs/nuyedi_c72_1.wav	0,746922494	25
c122	190830_0081S12_ch1	42	nuyedi	163.121	164.201	NA	NA	pairs/nuyedi_c122_1.wav	0,784672355	26
c118	190830_0075S12_ch1	62	nuyedi	301.802	303.072	NA	NA	pairs/nuyedi_c118_4.wav	0,86602457	27
c118	190830_0075S12_ch1	58	nuyedi	288.153	290.566	NA	NA	pairs/nuyedi_c118_2.wav	0,873239625	28
c118	190830_0075S12_ch1	60	nuyedi	295.928	297.166	NA	NA	pairs/nuyedi_c118_3.wav	0,892101479	29
c108	190829_0064S12_ch1	84	nuyedi	273.571	274.775	NA	NA	pairs/nuyedi_c108_1.wav	0,916836503	30
c115	190830_0071S12_ch1	64	nuyedi	269.502	270.706	NA	NA	pairs/nuyedi_c115_1.wav	0,921086933	31
c79	180101_0034S12_ch1	56	nuyedi	188.110	189.246	NA	NA	pairs/nuyedi_c79_1.wav	0,928263637	32
c87	180102_0042S12_ch1	66	pedumi	301.028	302.366	NA	NA	pairs/pedumi_c87_1.wav	0,07652178	1
c111	190830_0067S12_ch1	44	pedumi	159.698	160.702	NA	NA	pairs/pedumi_c111_1.wav	0,083095218	2
c85	180102_0040S12_ch1	50	pedumi	318.098	319.302	NA	NA	pairs/pedumi_c85_1.wav	0,115415609	3
c107	190829_0063S12_ch1	60	pedumi	234.701	235.905	NA	NA	pairs/pedumi_c107_1.wav	0,125111079	4
c116	190830_0072S12_ch1	56	pedumi	224.502	226.074	NA	NA	pairs/pedumi_c116_1.wav	0,17393988	5
c95	180102_0050S12_ch1	54	pedumi	194.873	196.010	NA	NA	pairs/pedumi_c95_2.wav	0,18612377	6
c99	190829_0055S12_ch1	38	pedumi	152.949	154.019	NA	NA	pairs/pedumi_c99_1.wav	0,221448025	7
c117	190830_0073S12_ch1	48	pedumi	116.882	118.501	NA	NA	pairs/pedumi_c117_1.wav	0,226608464	8
c95	180102_0050S12_ch1	52	pedumi	189.388	190.458	NA	NA	pairs/pedumi_c95_1.wav	0,275903533	9
c80	180101_0035S12_ch1	54	pedumi	199.388	200.055	NA	NA	pairs/pedumi_c80_1.wav	0,289060799	10
c71	190825_0022_ch1	74	pedumi	196.778	197.848	NA	NA	pairs/pedumi_c71_1.wav	0,321552238	11
c115	190830_0071S12_ch1	68	pedumi	277.127	278.197	NA	NA	pairs/pedumi_c115_1.wav	0,359720451	12
c110	190829_0066S12_ch1	60	pedumi	239.427	240.832	NA	NA	pairs/pedumi_c110_1.wav	0,399218896	13
c109	190829_0065S12_ch1	66	pedumi	207.031	208.102	NA	NA	pairs/pedumi_c109_1.wav	0,405667971	14
c77	180101_0032S12_ch1	36	pedumi	98.449	99.302	NA	NA	pairs/pedumi_c77_1.wav	0,433412384	15
c73	190825_0024_ch1	50	pedumi	200.189	201.226	NA	NA	pairs/pedumi_c73_1.wav	0,503917262	16
c83	180101_0038S12_ch1	56	pedumi	161.545	162.690	NA	NA	pairs/pedumi_c83_1.wav	0,564347276	17
c70	190825_0021_ch1	54	pedumi	333.778	335.540	NA	NA	pairs/pedumi_c70_1.wav	0,685249672	18
c123	190830_0082S12_ch1	40	pedumi	120.714	121.794	NA	NA	pairs/pedumi_c123_1.wav	0,68972433	19
c121	190830_0080S12_ch1	52	pedumi	131.704	133.387	NA	NA	pairs/pedumi_c121_1.wav	0,709571338	20
c94	180102_0049S12_ch1	38	pedumi	382.384	383.655	NA	NA	pairs/pedumi_c94_1.wav	0,735380402	21
c119	190830_0078S12_ch1	48	pedumi	351.849	352.929	NA	NA	pairs/pedumi_c119_1.wav	0,819028304	22
c79	180101_0034S12_ch1	54	pedumi	183.437	184.427	NA	NA	pairs/pedumi_c79_1.wav	0,872366882	23
c90	180102_0045S12_ch1	90	pedumi	250.790	251.876	NA	NA	pairs/pedumi_c90_1.wav	0,932790068	24
c79	180101_0034S12_ch1	36	piwa	136.312	137.286	NA	NA	pairs/piwa_c79_1.wav	0,000968815	1
c72	190825_0023_ch1	42	piwa	348.352	349.480	NA	NA	pairs/piwa_c72_1.wav	0,008154834	2
c107	190829_0063S12_ch1	54	piwa	220.520	221.523	NA	NA	pairs/piwa_c107_1.wav	0,149194712	3
c91	180102_0046S12_ch1	30	piwa	308.381	309.218	NA	NA	pairs/piwa_c91_1.wav	0,156084145	4
c114	190830_0070S12_ch1	62	piwa	235.270	236.207	NA	NA	pairs/piwa_c114_2.wav	0,189851567	5
c91	180102_0046S12_ch1	34	piwa	316.442	317.378	NA	NA	pairs/piwa_c91_3.wav	0,207299331	6
c112	190830_0068S12_ch1	46	piwa	180.682	181.417	NA	NA	pairs/piwa_c112_1.wav	0,314531233	7
c114	190830_0070S12_ch1	60	piwa	231.424	232.293	NA	NA	pairs/piwa_c114_1.wav	0,328975249	8
c121	190830_0080S12_ch1	46	piwa	120.437	121.421	NA	NA	pairs/piwa_c121_1.wav	0,334853491	9
c105	190829_0061S12_ch1	32	piwa	188.833	189.970	NA	NA	pairs/piwa_c105_1.wav	0,336604326	10
c77	180101_0032S12_ch1	30	piwa	87.574	88.277	NA	NA	pairs/piwa_c77_1.wav	0,402206313	11
c94	180102_0049S12_ch1	34	piwa	374.157	375.294	NA	NA	pairs/piwa_c94_1.wav	0,411713768	12
c122	190830_0081S12_ch1	38	piwa	154.553	155.505	NA	NA	pairs/piwa_c122_4.wav	0,44112317	13
c118	190830_0075S12_ch1	42	piwa	248.436	249.230	NA	NA	pairs/piwa_c118_1.wav	0,462548166	14
c83	180101_0038S12_ch1	44	piwa	135.540	136.367	NA	NA	pairs/piwa_c83_1.wav	0,610443118	15
c84	180102_0039S12_ch1	62	piwa	251.939	252.875	NA	NA	pairs/piwa_c84_1.wav	0,623260672	16
c109	190829_0065S12_ch1	40	piwa	161.473	162.376	NA	NA	pairs/piwa_c109_1.wav	0,645083952	17
c122	190830_0081S12_ch1	32	piwa	140.518	141.566	NA	NA	pairs/piwa_c122_1.wav	0,658324625	18
c70	190825_0021_ch1	48	piwa	319.876	321.669	NA	NA	pairs/piwa_c70_1.wav	0,67112663	19
c91	180102_0046S12_ch1	38	piwa	325.793	326.595	NA	NA	pairs/piwa_c91_5.wav	0,672645768	20
c80	180101_0035S12_ch1	38	piwa	163.898	164.493	NA	NA	pairs/piwa_c80_1.wav	0,678911914	21
c91	180102_0046S12_ch1	36	piwa	320.388	321.559	NA	NA	pairs/piwa_c91_4.wav	0,818576731	22
c79	180101_0034S12_ch1	38	piwa	145.391	146.348	NA	NA	pairs/piwa_c79_2.wav	0,833286558	23
c89	180102_0044S12_ch1	30	piwa	96.575	97.478	NA	NA	pairs/piwa_c89_1.wav	0,836193654	24
c109	190829_0065S12_ch1	42	piwa	165.754	166.726	NA	NA	pairs/piwa_c109_2.wav	0,839238412	25
c91	180102_0046S12_ch1	32	piwa	312.428	313.432	NA	NA	pairs/piwa_c91_2.wav	0,844749109	26
c84	180102_0039S12_ch1	76	piwa	388.193	388.929	NA	NA	pairs/piwa_c84_2.wav	0,89761048	27
c88	180102_0043S12_ch1	54	piwa	208.609	209.412	NA	NA	pairs/piwa_c88_1.wav	0,902491922	28
c74	190825_0025_ch1	32	piwa	91.315	92.359	NA	NA	pairs/piwa_c74_1.wav	0,913397447	29
c111	190830_0067S12_ch1	38	piwa	147.658	148.528	NA	NA	pairs/piwa_c111_1.wav	0,93860736	30
c99	190829_0055S12_ch1	34	piwa	144.902	145.939	NA	NA	pairs/piwa_c99_1.wav	0,948713683	31
c122	190830_0081S12_ch1	36	piwa	148.742	149.875	NA	NA	pairs/piwa_c122_3.wav	0,950384795	32
c114	190830_0070S12_ch1	64	piwa	239.183	239.919	NA	NA	pairs/piwa_c114_3.wav	0,964353966	33
c122	190830_0081S12_ch1	34	piwa	144.138	145.313	NA	NA	pairs/piwa_c122_2.wav	0,971012468	34
c94	180102_0049S12_ch1	2	poni	287.750	288.926	NA	NA	pairs/poni_c94_1.wav	0,003010578	1
c71	190825_0022_ch1	6	poni	37.529	38.346	NA	NA	pairs/poni_c71_2.wav	0,014982304	2
c74	190825_0025_ch1	6	poni	44.009	44.974	NA	NA	pairs/poni_c74_1.wav	0,032255797	3
c107	190829_0063S12_ch1	6	poni	105.838	106.875	NA	NA	pairs/poni_c107_1.wav	0,05019167	4
c116	190830_0072S12_ch1	4	poni	101.225	102.262	NA	NA	pairs/poni_c116_1.wav	0,104160606	5
c120	190830_0079S12_ch1	4	poni	50.481	51.211	NA	NA	pairs/poni_c120_1.wav	0,104509088	6
c110	190829_0066S12_ch1	4	poni	92.986	93.989	NA	NA	pairs/poni_c110_1.wav	0,138885439	7
c106	190829_0062S12_ch1	4	poni	94.484	95.487	NA	NA	pairs/poni_c106_1.wav	0,148490435	8
c90	180102_0045S12_ch1	4	poni	34.428	35.309	NA	NA	pairs/poni_c90_1.wav	0,182023077	9
c72	190825_0023_ch1	6	poni	250.704	251.680	NA	NA	pairs/poni_c72_1.wav	0,203766925	10
c108	190829_0064S12_ch1	4	poni	81.034	82.072	NA	NA	pairs/poni_c108_1.wav	0,218922705	11
c79	180101_0034S12_ch1	4	poni	65.180	65.873	NA	NA	pairs/poni_c79_1.wav	0,250704712	12
c89	180102_0044S12_ch1	4	poni	38.441	39.611	NA	NA	pairs/poni_c89_1.wav	0,256825098	13
c82	180101_0037S12_ch1	6	poni	18.866	19.725	NA	NA	pairs/poni_c82_2.wav	0,256863292	14
c91	180102_0046S12_ch1	4	poni	219.708	220.243	NA	NA	pairs/poni_c91_1.wav	0,256930015	15
c73	190825_0024_ch1	6	poni	115.416	116.319	NA	NA	pairs/poni_c73_1.wav	0,26167176	16
c117	190830_0073S12_ch1	4	poni	46.687	47.544	NA	NA	pairs/poni_c117_2.wav	0,270445274	17
c99	190829_0055S12_ch1	4	poni	85.296	86.500	NA	NA	pairs/poni_c99_1.wav	0,287882177	18
c123	190830_0082S12_ch1	2	poni	57.239	58.001	NA	NA	pairs/poni_c123_1.wav	0,395068578	19
